Key,Program,Subawardee UEI,Subawardee Vendor Name,Primary NAICS-6,NAICS-6 Description,Parent UEI,Parent Vendor Name,Parent UEI(s),Role / Description,Source URLs
DDG|GCDKJTM3RJX6,DDG,GCDKJTM3RJX6,"RAPID DEPLOYABLE SYSTEMS, INC",332312,Fabricated Structural Metal Manufacturing,GCDKJTM3RJX6,"RAPID DEPLOYABLE SYSTEMS, INC",GCDKJTM3RJX6,,
DDG|QH1NZM6TK6C9,DDG,QH1NZM6TK6C9,"TEATR MUZYKI I POEZII P/R E.KAMBUROVOI, GBU",,"n/a (foreign, no SAM record)",,,,,
DDG|HYN4GBTR6TF3,DDG,HYN4GBTR6TF3,GULF COAST MARINE SUPPLY CO,423840,Industrial Supplies Merchant Wholesalers,HYN4GBTR6TF3,GULF COAST MARINE SUPPLY COMPANY,HYN4GBTR6TF3,,
DDG|WQAKKCKH9LM8,DDG,WQAKKCKH9LM8,"SECURITAS CRITICAL INFRASTRUCTURE SERVICES, INC.",561612,Security Guards and Patrol Services,JQTLH33SXNQ7,Securitas AB,JQTLH33SXNQ7,,
DDG|WVW5FMYALEL6,DDG,WVW5FMYALEL6,"PLAINVILLE ELECTRICAL PRODUCTS COMPANY, THE",335313,Switchgear and Switchboard Apparatus Manufacturing,,,,,
DDG|VJSTD8U7QBD9,DDG,VJSTD8U7QBD9,"SAFARILAND, LLC",332311,Prefabricated Metal Building and Component Manufacturing,ML28DU1R7P77,Maui Acquisition Corp.,ML28DU1R7P77,,
DDG|XTB5UHKL6VE8,DDG,XTB5UHKL6VE8,"SEA-TECH PRODUCTS, INC.",336611,Ship Building and Repairing,,,,,
DDG|J2DMF1YRKD96,DDG,J2DMF1YRKD96,STANDARD CALIBRATIONS INC,811210,Electronic and Precision Equipment Repair and Maintenance,,,,,
DDG|MAKYNVTMNZX1,DDG,MAKYNVTMNZX1,"TRAC REGULATOR CO., INC.",332911,Industrial Valve Manufacturing,,,,,
DDG|YULJLSW1N2G4,DDG,YULJLSW1N2G4,CYGNUS L.L.C.,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,,,,,
DDG|LJLZRNS9DYC6,DDG,LJLZRNS9DYC6,ANIXTER INC.,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",LU7KP9UJJ5L7,"WESCO INTERNATIONAL, INC.",LU7KP9UJJ5L7,,
DDG|JJRDPJY9GQA8,DDG,JJRDPJY9GQA8,FLETCHER CONSTRUCTION CO INC,236220,Commercial and Institutional Building Construction,,,,,
DDG|J6DMEL935CD1,DDG,J6DMEL935CD1,XYLEM INC.,221310,WATER SUPPLY AND IRRIGATION SYSTEMS,J6DMEL935CD1,XYLEM INC.,J6DMEL935CD1,,
DDG|R1M8JJH7J5W5,DDG,R1M8JJH7J5W5,"JOHNSON BRASS & MACHINE FOUNDRY, INC.",331529,Other Nonferrous Metal Foundries (except Die-Casting),,,,,
DDG|CWM4UN76ZQW8,DDG,CWM4UN76ZQW8,LOCKHEED MARTIN CORPORATION,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",JSQTW5L2SSM1,LOCKHEED MARTIN CORP,JSQTW5L2SSM1,,
DDG|JLREE96WGKM5,DDG,JLREE96WGKM5,DRS LAUREL TECHNOLOGIES,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",W8PTMRME1496,LEONARDO SPA,W8PTMRME1496,"DRS Laurel Technologies in Johnstown, Pennsylvania supplies Aegis combat-system electronics, including TI-24 consoles/displays and Mk 41 Vertical Launching System launch-control and power-supply modules. Those are concrete combat-system construction items distinct from DRS’s propulsion-power and HVAC-coil businesses.","https://www.highergov.com/awardee/laurel-technologies-partnership-10114622/
https://www.sledai.com/tools/public-spend/vendor/laurel-technologies-partnership-jlree96wgkm5/"
DDG|KKRXVDJZQ5V5,DDG,KKRXVDJZQ5V5,KEYSTONE FIRE PROTECTION CO.,238990,All Other Specialty Trade Contractors,KKRXVDJZQ5V5,KEYSTONE FIRE PROTECTION CO.,KKRXVDJZQ5V5,,
DDG|U8SDJVH8SQ19,DDG,U8SDJVH8SQ19,CITY ELECTRIC SUPPLY COMPANY,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",LWUJSY6EEMS5,CITY ELECTRIC SUPPLY COMPANY,LWUJSY6EEMS5,,
DDG|VE86LWM6ABF6,DDG,VE86LWM6ABF6,MASON FOREST PRODUCTS INC,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",VE86LWM6ABF6,MASON FOREST PRODUCTS INC,VE86LWM6ABF6,,
DDG|RYYRAAAGPXB5,DDG,RYYRAAAGPXB5,"STOCKERT, LAURA",339950,Sign Manufacturing,RYYRAAAGPXB5,Laura Stockert,RYYRAAAGPXB5,,
DDG|W547TUQXJ8Y4,DDG,W547TUQXJ8Y4,CARVER PUMP COMPANY,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",W547TUQXJ8Y4,CARVER PUMP COMPANY,W547TUQXJ8Y4,,
DDG|S1TGQ9L36486,DDG,S1TGQ9L36486,"TOOL-SMITH COMPANY, INCORPORATED",423830,Industrial Machinery and Equipment Merchant Wholesalers,S1TGQ9L36486,"TOOL-SMITH COMPANY, INCORPORATED",S1TGQ9L36486,,
DDG|J7JGTBNSM619,DDG,J7JGTBNSM619,MEGATOR CORPORATION,333248,All Other Industrial Machinery Manufacturing,,,,,
DDG|T2VFE1NGR3G5,DDG,T2VFE1NGR3G5,"DRS TRAINING & CONTROL SYSTEMS, LLC",334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,W8PTMRME1496,LEONARDO SPA,W8PTMRME1496,"The Fort Walton Beach DRS Training & Control Systems entity develops military training, control, communications, and wireless-electronics products. I found no public evidence identifying a discrete DDG-51 construction component supplied by this UEI.",https://www.highergov.com/awardee/drs-training-control-systems-llc-10107268/
DDG|FD69PPCVM2B8,DDG,FD69PPCVM2B8,PASCAGOULA LAUNCH SERVICE INC,488330,Navigational Services to Shipping,,,,,
DDG|JL4THZCMNKR7,DDG,JL4THZCMNKR7,JACKSON PLATING CO.,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring",,,,,
DDG|E5NZAXG4MNB7,DDG,E5NZAXG4MNB7,MURRAY BENJAMIN ELECTRIC CO LLC,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",,,,,
DDG|UES5F4AAZJK5,DDG,UES5F4AAZJK5,"DONALDSON COMPANY, INC.",333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,UES5F4AAZJK5,"DONALDSON COMPANY, INC.",UES5F4AAZJK5,,
DDG|KXWXRYB3FBW3,DDG,KXWXRYB3FBW3,FLOWSERVE CORPORATION,333995,Fluid Power Cylinder and Actuator Manufacturing,YPQMZDVKS1K8,FLOWSERVE CORPORATION,YPQMZDVKS1K8,,
DDG|HJFAW5KCG7N7,DDG,HJFAW5KCG7N7,"MAST TECHNOLOGIES, LLC",339999,All Other Miscellaneous Manufacturing,MENSE2ENG8J6,,MENSE2ENG8J6,,
DDG|FVFNV3NERP36,DDG,FVFNV3NERP36,"POWERSTAR, INC.",335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,,,,,
DDG|C18KXNHETC95,DDG,C18KXNHETC95,"KITCO FIBER OPTICS, INC.",334417,Electronic Connector Manufacturing,UU26FKF1MML6,BERKSHIRE HATHAWAY INC.,UU26FKF1MML6,,
DDG|ED16VKVTCHC8,DDG,ED16VKVTCHC8,ECI DEFENSE GROUP INC,423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,ED16VKVTCHC8,ECI DEFENSE GROUP INC,ED16VKVTCHC8,,
DDG|R71XN254HA36,DDG,R71XN254HA36,AKRON BRASS COMPANY,332919,Other Metal Valve and Pipe Fitting Manufacturing,XGKMK9LBC344,PREMIER FARNELL LIMITED,XGKMK9LBC344,,
DDG|HQYTCMF5RGE4,DDG,HQYTCMF5RGE4,SHERBURN ELECTRONICS INC.,423690,Other Electronic Parts and Equipment Merchant Wholesalers,,,,,
DDG|K574V7KEQUC8,DDG,K574V7KEQUC8,"CIRCOR AEROSPACE, INC.",336412,Aircraft Engine and Engine Parts Manufacturing,U45EH8WMNF55,"CIRCOR INTERNATIONAL, INC.",U45EH8WMNF55,"This UEI is CIRCOR Aerospace’s Corona, California operation, not a CIRCOR naval-valve or pump business. I found no public evidence tying this aerospace-focused entity to a distinct DDG-51 construction component; a Navy notice for the UEI concerns sanitary-tank hardware but does not establish a DDG-51 shipset role.","https://www.highergov.com/awardee/circor-aerospace-inc-10414129/
https://sam.gov/workspace/contract/opp/c08564d31cce4260aa61720f8d870603/view"
DDG|RL6KA2EUSUC8,DDG,RL6KA2EUSUC8,ABACUS INDUSTRIES INC,423690,Other Electronic Parts and Equipment Merchant Wholesalers,,,,,
DDG|ZVKEBJ4HQHB8,DDG,ZVKEBJ4HQHB8,HEILIND MIL-AERO LLC,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",HTHFAYHMJWT4,"HEILIND ELECTRONICS, INC",HTHFAYHMJWT4,,
DDG|V6JXCLR8QR37,DDG,V6JXCLR8QR37,RHINESTAHL CORPORATION,336412,Aircraft Engine and Engine Parts Manufacturing,K1K5EKJ2KK29,RHINESTAHL CORPORATION,K1K5EKJ2KK29,,
DDG|FREEMCLKFXE3,DDG,FREEMCLKFXE3,BATH IRON WORKS CORPORATION,336611,Ship Building and Repairing,VF58HFRNGEL8,GENERAL DYNAMICS CORPORATION,VF58HFRNGEL8,,
DDG|MUD4KL77FK98,DDG,MUD4KL77FK98,TURNBULL LLC,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,E3NCN9MXJAL5,,E3NCN9MXJAL5,,
DDG|ZVCNH5GL1Z83,DDG,ZVCNH5GL1Z83,Core Active Fixed Income,,n/a (no SAM record),,,,,
DDG|E383LRP25MY6,DDG,E383LRP25MY6,YOUNG ENGINEERING COMPANY INC.,335311,"Power, Distribution, and Specialty Transformer Manufacturing",,,,,
DDG|GU9WXNREUPZ1,DDG,GU9WXNREUPZ1,FORENTA L.P.,333310,Commercial and Service Industry Machinery Manufacturing,DJ4XUHDKTH71,,DJ4XUHDKTH71,,
DDG|GN82WS7LRJ77,DDG,GN82WS7LRJ77,SPACE MACHINE & ENGINEERING CORP.,334419,Other Electronic Component Manufacturing,,,,,
DDG|U4MMR7DR2DR7,DDG,U4MMR7DR2DR7,"JAL ENTERPRISES, INC.",336611,Ship Building and Repairing,,,,,
DDG|NK1RB5VKXES9,DDG,NK1RB5VKXES9,"DETROIT SWITCH, INC.",335313,Switchgear and Switchboard Apparatus Manufacturing,,,,,
DDG|EDJPMQN1HSJ1,DDG,EDJPMQN1HSJ1,"MSA SAFETY SALES, LLC",339113,Surgical Appliance and Supplies Manufacturing,EDJPMQN1HSJ1,"MSA SAFETY SALES, LLC",EDJPMQN1HSJ1; HJG5ZSLCMTJ9,,
DDG|MSSQQ551LG41,DDG,MSSQQ551LG41,"IMPRES TECHNOLOGY SOLUTIONS, INC.",423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,,,,,
DDG|YYVHWZMPP3F8,DDG,YYVHWZMPP3F8,"DRS NAVAL POWER SYSTEMS, INC.",,n/a (no SAM record),,,,"Supplies shipboard power-distribution and power-control equipment for DDG-51 Flight III. Leonardo DRS materials describe marine switchboards and load centers that will be installed on DDG-51 Flight III ships; DRS Naval Power Systems facilities design, test and manufacture naval power distribution, conversion, motor-control, drive and automation/control equipment.",https://www.leonardodrs.com/what-we-do/products-and-services/marine-switchboards-and-loadcenters/; https://www.leonardodrs.com/locations/naval-power-systems-menomonee-falls-wi/; https://craft.co/drs-naval-power-systems; https://www.usaspending.gov/award/CONT_AWD_N0002413C4229_9700_-NONE-_-NONE-
DDG|SVHJHMJH65S8,DDG,SVHJHMJH65S8,ULTRA ELECTRONICS OCEAN SYSTEMS INC,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",SCWYXXK1EM13,ULTRA ELECTRONICS HOLDINGS PLC,SCWYXXK1EM13,,
DDG|D28HQ4AA2ZL8,DDG,D28HQ4AA2ZL8,"EFFORT FOUNDRY, INC.",331513,Steel Foundries (except Investment),,,,,
DDG|JZXZSN3BBL98,DDG,JZXZSN3BBL98,SIEMENS INDUSTRY INC.,236220,Commercial and Institutional Building Construction,RDB2AM2GGHH8,SIEMENS AKTIENGESELLSCHAFT,RDB2AM2GGHH8,,
DDG|XECCFU26TTP9,DDG,XECCFU26TTP9,"Moniteq, Inc.",334290,Other Communications Equipment Manufacturing,,,,,
DDG|DYJZZ9DANLM3,DDG,DYJZZ9DANLM3,Ralph & Dorothy Moore,,n/a (no SAM record),,,,,
DDG|PB11V1KH3KV4,DDG,PB11V1KH3KV4,SOUTHWEST RESEARCH INSTITUTE,541330,Engineering Services,PB11V1KH3KV4,SOUTHWEST RESEARCH INSTITUTE,PB11V1KH3KV4,,
DDG|CYJ3L6SQANB4,DDG,CYJ3L6SQANB4,"SPARTON AYDIN, LLC",334111,Electronic Computer Manufacturing,DTXMJMGMQ655,SPARTON CORPORATION,DTXMJMGMQ655,,
DDG|PGNTKH2XZAN5,DDG,PGNTKH2XZAN5,"DEFENSE TECHNOLOGIES, INC.",423840,Industrial Supplies Merchant Wholesalers,,,,,
DDG|EJ8LYVPT4KR9,DDG,EJ8LYVPT4KR9,THE WHITMOR CO. INC.,335931,Current-Carrying Wiring Device Manufacturing,EJ8LYVPT4KR9,THE WHITMOR CO. INC.,EJ8LYVPT4KR9,,
DDG|NB2HLRTJJJQ7,DDG,NB2HLRTJJJQ7,WATTS WATER TECHNOLOGIES INC,,n/a (no SAM record),NB2HLRTJJJQ7,WATTS WATER TECHNOLOGIES INC,NB2HLRTJJJQ7,,
DDG|M2XAYNY2P889,DDG,M2XAYNY2P889,"POWELL ELECTRONICS, INC.",334417,Electronic Connector Manufacturing,M2XAYNY2P889,"POWELL ELECTRONICS, INC.",M2XAYNY2P889,,
DDG|WH4DRDKB7RR8,DDG,WH4DRDKB7RR8,SYSTEMS ENGINEERING SUPPORT CO.,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",,,,,
DDG|YNJNTZWVC3H6,DDG,YNJNTZWVC3H6,BAE SYSTEMS LAND & ARMAMENTS L.P.,336611,Ship Building and Repairing,E5K9VR2A1MW9,BAE SYSTEMS PLC,E5K9VR2A1MW9,,
DDG|GJEXETZX4N96,DDG,GJEXETZX4N96,SHIELD TECHNOLOGIES CORPORATION,314910,Textile Bag and Canvas Mills,GJEXETZX4N96,SHIELD TECHNOLOGIES CORPORATION,GJEXETZX4N96,,
DDG|QF3MD1MU1651,DDG,QF3MD1MU1651,"J.G.B. ENTERPRISES, INC.",326220,Rubber and Plastics Hoses and Belting Manufacturing,QF3MD1MU1651,"J.G.B. ENTERPRISES, INC.",QF3MD1MU1651,,
DDG|FECPDA1S8WJ1,DDG,FECPDA1S8WJ1,D. W. BOYD CORPORATION,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,,,,,
DDG|DLRDDPVKLLA1,DDG,DLRDDPVKLLA1,"HEGEDUS ALUMINUM INDUSTRIES, INC",331524,Aluminum Foundries (except Die-Casting),DLRDDPVKLLA1,"HEGEDUS ALUMINUM INDUSTRIES, INC",DLRDDPVKLLA1,,
DDG|P3ZZEMCBYSK7,DDG,P3ZZEMCBYSK7,"JANSENEERING, INC.",326199,All Other Plastics Product Manufacturing,,"Kestrel Aircraft Company, Inc.",,,
DDG|L6EMG925NF78,DDG,L6EMG925NF78,KADANT UNAFLEX LLC,326220,Rubber and Plastics Hoses and Belting Manufacturing,XWTZJC873626,UIP INTERNATIONAL LLC,QLMUV48L7HP4; XWTZJC873626,,
DDG|FNQARYRJJEL5,DDG,FNQARYRJJEL5,"COSPOLICH, INC.",333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,,,,,
DDG|ERR4X5JLJWV5,DDG,ERR4X5JLJWV5,"NCP COATINGS, LLC",325510,Paint and Coating Manufacturing,,,,,
DDG|G871GBTQ94M7,DDG,G871GBTQ94M7,Lona Slade,,n/a (no SAM record),,,,,
DDG|HUKGWGAFW4C7,DDG,HUKGWGAFW4C7,SOUNDOWN CORPORATION,326150,Urethane and Other Foam Product (except Polystyrene) Manufacturing,HUKGWGAFW4C7,SOUNDOWN CORPORATION,HUKGWGAFW4C7,,
DDG|UK8DL82MHJG5,DDG,UK8DL82MHJG5,PROPULSION CONTROLS ENGINEERING,336611,Ship Building and Repairing,UK8DL82MHJG5,PROPULSION CONTROLS ENGINEERING,UK8DL82MHJG5,,
DDG|JN16VPC2PXN4,DDG,JN16VPC2PXN4,"BAY CITY MARINE, INC.",,"n/a (long-tail, not researched)",JN16VPC2PXN4,"BAY CITY MARINE, INC.",JN16VPC2PXN4,,
DDG|XR3UT8BLTKP7,DDG,XR3UT8BLTKP7,"ENERGY MACHINERY, INC.",,"n/a (long-tail, not researched)",XR3UT8BLTKP7,"ENERGY MACHINERY, INC.",XR3UT8BLTKP7,,
DDG|N16ET1YJ6QZ3,DDG,N16ET1YJ6QZ3,"ROMAC INDUSTRIES, INC.",332911,Industrial Valve Manufacturing,WH4HRFKKT8U6,"ROMAC INDUSTRIES, INC.",WH4HRFKKT8U6,,
DDG|LCKATM42Y1M1,DDG,LCKATM42Y1M1,"ARGON ST, INC.",,"n/a (long-tail, not researched)",NU2UC8MX6NK1,"BOEING COMPANY, THE",NU2UC8MX6NK1,,
DDG|X9C7KVWCMQJ6,DDG,X9C7KVWCMQJ6,"VALKYRIE ENTERPRISES, LLC",,"n/a (long-tail, not researched)",X9C7KVWCMQJ6,"VALKYRIE ENTERPRISES, LLC",X9C7KVWCMQJ6,,
DDG|M647MA6E64V1,DDG,M647MA6E64V1,DEWEY ELECTRONICS CORPORATION,,"n/a (long-tail, not researched)",M647MA6E64V1,DEWEY ELECTRONICS CORPORATION,M647MA6E64V1,,
DDG|H12BMH6V6495,DDG,H12BMH6V6495,"PIMA VALVE, INC.",,n/a (no SAM record),,,,,
DDG|KB8ALFD8K1X8,DDG,KB8ALFD8K1X8,Higgins Marine Services Inc,,"n/a (long-tail, not researched)",,,,,
DDG|Q4LMAMECTR44,DDG,Q4LMAMECTR44,"CONNECTOR SPECIALISTS, INC.",,"n/a (long-tail, not researched)",Q4LMAMECTR44,"CONNECTOR SPECIALISTS, INC.",Q4LMAMECTR44,,
DDG|DSVCC3S92J21,DDG,DSVCC3S92J21,BOLAND MARINE & INDUSTRIAL LLC,,"n/a (long-tail, not researched)",,,,,
DDG|K783PK4DZEE3,DDG,K783PK4DZEE3,"ADVANTEC MANUFACTURING USA, INC.",,"n/a (long-tail, not researched)",,,,,
DDG|ZE1KT2MPBGM3,DDG,ZE1KT2MPBGM3,"HARDING COMPANY, INC",,"n/a (long-tail, not researched)",CP8AJC3EDE93,"Alp Industries, Inc.",CP8AJC3EDE93,,
DDG|CQQUMMDARBG3,DDG,CQQUMMDARBG3,THE DEWEY ELECTRONICS CORPORATION,,"n/a (long-tail, not researched)",M647MA6E64V1,"DEWEY ELECTRONICS CORPORATION, THE",M647MA6E64V1,,
DDG|NCG7W2K7P7R6,DDG,NCG7W2K7P7R6,DB CONTROL,,"n/a (long-tail, not researched)",WF9TN8AWH8K5,HEICO CORP,WF9TN8AWH8K5,,
DDG|EQ2TN2GMDFT5,DDG,EQ2TN2GMDFT5,"ADVANCED ACOUSTIC CONCEPTS, LLC",,"n/a (long-tail, not researched)",,,,,
DDG|E83TNKA9JCY6,DDG,E83TNKA9JCY6,AIR SYSTEMS COMPONENTS INC,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,XEQ3L57D2J24,,XEQ3L57D2J24,"Air Systems Components’ Sanford, North Carolina operation includes the Trion air-cleaning business, which makes electrostatic air cleaners, filtration units, and related indoor-air-quality equipment. I found no public source identifying the specific Trion/Air Systems component installed during DDG-51 construction.","https://www.highergov.com/awardee/air-systems-components-inc-10139378/
https://www.airsysco.com/
https://www.trioniaq.com/"
DDG|ZQ11WUWJGAA4,DDG,ZQ11WUWJGAA4,"KIDDE-FENWAL, INC.",,"n/a (long-tail, not researched)",PPLZG8J3N9D4,UNITED TECHNOLOGIES CORPORATION,PPLZG8J3N9D4,,
DDG|F4GNMTCCXGM8,DDG,F4GNMTCCXGM8,"HUTCHINSON INDUSTRIES, INC",,"n/a (long-tail, not researched)",ZVFUENFF77T1,TOTALENERGIES SE,ZVFUENFF77T1,,
DDG|GGERZB4A1FB3,DDG,GGERZB4A1FB3,"WBPARTS, INC.",,"n/a (long-tail, not researched)",JDDMPNDNQ3L5,USBID INCORPORATED,GGERZB4A1FB3; JDDMPNDNQ3L5,,
DDG|UDMKPLHU8N48,DDG,UDMKPLHU8N48,US TOOL GRINDING INC,,"n/a (long-tail, not researched)",,,,,
DDG|FMKADN1KAXH6,DDG,FMKADN1KAXH6,"HOSE-MCCANN TELEPHONE CO., INC.",,"n/a (long-tail, not researched)",FMKADN1KAXH6,"HOSE-MCCANN TELEPHONE CO., INC.",FMKADN1KAXH6,,
DDG|H3R3VV5YN8G4,DDG,H3R3VV5YN8G4,KW BOATS,,"n/a (long-tail, not researched)",C1FEMK612CT4,HILL & SMITH HOLDINGS PLC,C1FEMK612CT4; H3R3VV5YN8G4,,
DDG|X51YWDJN2ED6,DDG,X51YWDJN2ED6,HORIZONS INCORPORATED,,"n/a (long-tail, not researched)",X51YWDJN2ED6,HORIZONS INCORPORATED,X51YWDJN2ED6,,
DDG|QMXJLLJZ5QY4,DDG,QMXJLLJZ5QY4,TORK SYSTEMS INC,,"n/a (long-tail, not researched)",SDD9PKYQAXZ7,,SDD9PKYQAXZ7,,
DDG|K7SAUMHPLDJ9,DDG,K7SAUMHPLDJ9,SIVYER STEEL CASTINGS LLC,,"n/a (long-tail, not researched)",K7SAUMHPLDJ9,SIVYER STEEL CASTINGS LLC,K7SAUMHPLDJ9,,
DDG|ZTBRMLGP4JF5,DDG,ZTBRMLGP4JF5,"VALLEN DISTRIBUTION, INC.",,"n/a (long-tail, not researched)",J3DRM4537TG4,SOCIETE DE NEGOCE ET DE PARTICIPATION,J3DRM4537TG4,,
DDG|YVDFW51N3N61,DDG,YVDFW51N3N61,"WALDO BROTHERS, INC.",,"n/a (long-tail, not researched)",,,,,
DDG|MQSPAE7NQQR8,DDG,MQSPAE7NQQR8,"VITA MOTIVATOR CO., INC.",,"n/a (long-tail, not researched)",,,,,
DDG|HEUNPCKQLMN5,DDG,HEUNPCKQLMN5,KLUMB LUMBER COMPANY,,"n/a (long-tail, not researched)",HEUNPCKQLMN5,KLUMB LUMBER COMPANY,HEUNPCKQLMN5,,
DDG|JAM1MGE5VDJ7,DDG,JAM1MGE5VDJ7,"PACIFIC WESTERN LUMBER, INC.",,"n/a (long-tail, not researched)",JAM1MGE5VDJ7,"PACIFIC WESTERN LUMBER, INC.",JAM1MGE5VDJ7,,
DDG|XMLNYKT139G8,DDG,XMLNYKT139G8,CRESTWOOD TECHNOLOGY GROUP CORP.,,"n/a (long-tail, not researched)",XMLNYKT139G8,CRESTWOOD TECHNOLOGY GROUP CORP.,XMLNYKT139G8,,
DDG|HQEUSUQSKVK7,DDG,HQEUSUQSKVK7,"ADMARTEC, INC.",,"n/a (long-tail, not researched)",,,,,
DDG|QLNMVC12KWY3,DDG,QLNMVC12KWY3,"LEIDOS, INC.",,"n/a (long-tail, not researched)",ZL41ERXMPAR3,"LEIDOS HOLDINGS, INC.",ZL41ERXMPAR3,,
DDG|JGLLLKELFB57,DDG,JGLLLKELFB57,ITT CORPORATION,,"n/a (long-tail, not researched)",,,,,
DDG|RHLAM7GSJGJ4,DDG,RHLAM7GSJGJ4,"HOTTINGER BALDWIN MEASUREMENTS, INC.",,"n/a (long-tail, not researched)",NSFAYV7YAJB1,SPECTRIS PLC,NSFAYV7YAJB1,,
DDG|KWHXKLAL87T5,DDG,KWHXKLAL87T5,"IN-PLACE MACHINING COMPANY, LLC",336611,Ship Building and Repairing,KWHXKLAL87T5,"IN-PLACE MACHINING COMPANY, LLC",KWHXKLAL87T5,,
DDG|RDQDMFHFM8K3,DDG,RDQDMFHFM8K3,R P M SUPPLY CORPORATION,,"n/a (long-tail, not researched)",,,,,
DDG|MNZGEAM8WG31,DDG,MNZGEAM8WG31,"MAZZELLA LIFTING TECHNOLOGIES, INC.",,"n/a (long-tail, not researched)",MNZGEAM8WG31,"MAZZELLA LIFTING TECHNOLOGIES, INC.",MNZGEAM8WG31,,
DDG|DQAYCKTDLND5,DDG,DQAYCKTDLND5,"EAGLE INDUSTRIES OF LOUISIANA, L.L.C.",,"n/a (long-tail, not researched)",,,,,
DDG|KAJ2U4MCB329,DDG,KAJ2U4MCB329,"CHELSEA CLOCK, LLC, THE",,"n/a (long-tail, not researched)",,,,,
DDG|KFP8JR5HL191,DDG,KFP8JR5HL191,ARA SERVICES LLC.,,"n/a (long-tail, not researched)",,,,,
DDG|M8JLMEHJADQ5,DDG,M8JLMEHJADQ5,"BOEING COMPANY, THE",,"n/a (long-tail, not researched)",NU2UC8MX6NK1,"BOEING COMPANY, THE",NU2UC8MX6NK1,,
DDG|ZSJFXM833NA3,DDG,ZSJFXM833NA3,Xerox Corporation,,"n/a (long-tail, not researched)",JB4NTVR9XMN4,XEROX CORPORATION,JB4NTVR9XMN4,,
DDG|V72KJGHK3JF2,DDG,V72KJGHK3JF2,MGR EQUIPMENT CORP,,"n/a (long-tail, not researched)",,,,,
DDG|N5HGL94UC1D6,DDG,N5HGL94UC1D6,PIERCE ALUMINUM CO INC,,"n/a (long-tail, not researched)",,,,,
DDG|YA86NYHUA353,DDG,YA86NYHUA353,BRENNTAG LUBRICANTS,,"n/a (long-tail, not researched)",,,,,
DDG|ZZG5TB4JCKE1,DDG,ZZG5TB4JCKE1,"KAHN AND COMPANY, INCORPORATED",,"n/a (long-tail, not researched)",,,,,
DDG|QFG7EC12DQK4,DDG,QFG7EC12DQK4,"UNITED RENTALS (NORTH AMERICA), INC.",532310,General Rental Centers,DZ4JXAPAU222,"UNITED RENTALS, INC.",DZ4JXAPAU222,,
DDG|WXRTZLL25AE5,DDG,WXRTZLL25AE5,"SEEMANN COMPOSITES, LLC",325991,Custom Compounding of Purchased Resins,WXRTZLL25AE5,"SEEMANN COMPOSITES, LLC",WXRTZLL25AE5,,
DDG|G319AMB56SW5,DDG,G319AMB56SW5,"901 D, LLC",332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,WLEATDDTMCT3,,WLEATDDTMCT3,,
DDG|LCTCMUR9KYB6,DDG,LCTCMUR9KYB6,"CAJUN PROCESS SOLUTIONS, LLC",,"n/a (long-tail, not researched)",,,,,
DDG|EPK7A98BB4B6,DDG,EPK7A98BB4B6,"HEILIND MIL-AERO, LLC",,"n/a (long-tail, not researched)",HTHFAYHMJWT4,HEILIND ELECTRONICS INC,HTHFAYHMJWT4,,
DDG|E6ACL8BWKN47,DDG,E6ACL8BWKN47,"ENERGY FOCUS, INC.",,"n/a (long-tail, not researched)",E6ACL8BWKN47,"ENERGY FOCUS, INC.",E6ACL8BWKN47,,
DDG|KNY4J2WMVJX3,DDG,KNY4J2WMVJX3,ASC ENGINEERED SOLUTIONS LLC,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,RDFUGEUNVCN9,,QXH3CKUV5KP8; RDFUGEUNVCN9,,
